stamp,raw_flow_attempts,raw_flow_success,raw_flow_after_f,enhanced_flow_attempts,enhanced_flow_success,enhanced_flow_after_f,enhanced_before_bnr,enhanced_removed_bnr,enhanced_after_bnr,published
1403638565.9778295,62,62,52,105,105,73,111,0,111,1
1403638566.0278296,62,62,62,111,110,110,0,0,0,0
1403638566.0778294,62,62,51,110,110,85,113,0,113,1
1403638566.1278296,58,58,58,113,111,111,0,0,0,0
1403638566.1778295,58,56,47,111,109,81,104,0,104,1
1403638566.2278297,59,59,59,104,103,103,0,0,0,0
1403638566.2778294,59,59,48,103,102,77,98,0,98,1
1403638566.3278296,66,66,66,98,98,98,0,0,0,0
1403638566.3778296,66,66,60,98,97,78,100,0,100,1
1403638566.4278295,65,64,64,100,98,98,0,0,0,0
1403638566.4778295,64,64,37,98,98,74,95,0,95,1
1403638566.5278296,71,71,71,95,95,95,0,0,0,0
1403638566.5778294,71,68,53,95,94,63,95,0,95,1
1403638566.6278296,73,68,68,95,91,91,0,0,0,0
1403638566.6778295,68,66,59,91,88,69,107,0,107,1
1403638566.7278297,80,76,76,107,102,102,0,0,0,0
1403638566.7778294,76,74,65,102,101,71,100,0,100,1
1403638566.8278296,86,82,82,100,96,96,0,0,0,0
1403638566.8778296,82,78,64,96,93,66,115,0,115,1
1403638566.9278295,80,78,78,115,112,112,0,0,0,0
1403638566.9778295,78,77,63,112,111,79,118,6,112,1
1403638567.0278296,89,89,89,112,111,111,0,0,0,0
1403638567.0778294,89,86,67,111,109,76,117,0,117,1
1403638567.1278296,87,85,85,117,114,114,0,0,0,0
1403638567.1778295,85,82,63,114,109,80,126,0,126,1
1403638567.2278297,91,89,89,126,122,122,0,0,0,0
1403638567.2778294,89,89,79,122,120,81,119,0,119,1
1403638567.3278296,87,87,87,119,118,118,0,0,0,0
1403638567.3778296,87,86,80,118,118,90,123,0,123,1
1403638567.4278295,95,93,93,123,121,121,0,0,0,0
1403638567.4778295,93,92,83,121,118,100,133,0,133,1
1403638567.5278296,90,87,87,133,130,130,0,0,0,0
1403638567.5778294,87,86,74,130,127,94,129,5,124,1
1403638567.6278296,93,91,91,124,121,121,0,0,0,0
1403638567.6778295,91,89,74,121,115,90,129,0,129,1
1403638567.7278297,96,95,95,129,127,127,0,0,0,0
1403638567.7778294,95,92,87,127,125,109,143,0,143,1
1403638567.8278296,97,93,93,143,140,140,0,0,0,0
1403638567.8778296,93,93,90,140,140,126,141,0,141,1
1403638567.9278295,107,107,107,141,141,141,0,0,0,0
1403638567.9778295,107,105,97,141,139,115,148,0,148,1
1403638568.0278296,109,107,107,148,147,147,0,0,0,0
1403638568.0778294,107,107,99,147,145,121,147,0,147,1
1403638568.1278296,111,111,111,147,147,147,0,0,0,0
1403638568.1778295,111,111,100,147,146,128,140,0,140,1
1403638568.2278297,114,114,114,140,139,139,0,0,0,0
1403638568.2778294,114,114,109,139,138,128,150,3,147,1
1403638568.3278296,115,115,115,147,147,147,0,0,0,0
1403638568.3778296,115,113,111,147,147,126,145,0,145,1
1403638568.4278295,124,124,124,145,142,142,0,0,0,0
1403638568.4778295,124,124,118,142,142,129,150,0,150,1
1403638568.5278296,125,125,125,150,148,148,0,0,0,0
1403638568.5778294,125,122,116,148,146,122,150,0,150,1
1403638568.6278296,127,122,122,150,146,146,0,0,0,0
1403638568.6778295,122,122,114,146,143,131,150,0,150,1
1403638568.7278297,120,119,119,150,149,149,0,0,0,0
1403638568.7778294,119,118,110,149,145,127,150,0,150,1
1403638568.8278296,128,128,128,150,150,150,0,0,0,0
1403638568.8778296,128,128,126,150,149,143,150,0,150,1
1403638568.9278295,140,140,140,150,149,149,0,0,0,0
1403638568.9778295,140,140,138,149,149,130,150,0,150,1
1403638569.0278296,146,146,146,150,149,149,0,0,0,0
1403638569.0778294,146,145,139,149,148,139,150,0,150,1
1403638569.1278296,143,143,143,150,149,149,0,0,0,0
1403638569.1778295,143,142,138,149,147,143,150,0,150,1
1403638569.2278297,150,149,149,150,148,148,0,0,0,0
1403638569.2778294,149,147,143,148,147,143,150,0,150,1
1403638569.3278296,150,150,150,150,150,150,0,0,0,0
1403638569.3778296,150,150,146,150,150,141,147,0,147,1
1403638569.4278295,150,149,149,147,147,147,0,0,0,0
1403638569.4778295,149,149,147,147,147,144,150,0,150,1
1403638569.5278296,149,149,149,150,150,150,0,0,0,0
1403638569.5778294,149,149,143,150,150,148,150,0,150,1
1403638569.6278296,150,150,150,150,149,149,0,0,0,0
1403638569.6778295,150,150,146,149,149,147,150,0,150,1
1403638569.7278297,150,150,150,150,150,150,0,0,0,0
1403638569.7778294,150,150,150,150,150,149,150,0,150,1
1403638569.8278296,150,150,150,150,150,150,0,0,0,0
1403638569.8778296,150,147,146,150,146,145,150,0,150,1
1403638569.9278295,150,149,149,150,149,149,0,0,0,0
1403638569.9778295,149,148,147,149,148,145,150,0,150,1
1403638570.0278296,150,149,149,150,148,148,0,0,0,0
1403638570.0778294,149,149,148,148,148,147,150,0,150,1
1403638570.1278296,150,148,148,150,147,147,0,0,0,0
1403638570.1778295,148,148,148,147,147,144,150,5,145,1
1403638570.2278297,150,150,150,145,144,144,0,0,0,0
1403638570.2778294,150,149,148,144,143,140,150,0,150,1
1403638570.3278296,150,150,150,150,148,148,0,0,0,0
1403638570.3778296,150,150,148,148,146,139,150,0,150,1
1403638570.4278295,150,148,148,150,149,149,0,0,0,0
1403638570.4778295,148,145,142,149,146,137,150,0,150,1
1403638570.5278296,146,142,142,150,147,147,0,0,0,0
1403638570.5778294,142,137,133,147,144,131,150,0,150,1
1403638570.6278296,145,145,145,150,147,147,0,0,0,0
1403638570.6778295,145,139,136,147,143,123,144,0,144,1
1403638570.7278297,145,136,136,144,139,139,0,0,0,0
1403638570.7778294,136,132,123,139,134,122,145,0,145,1
1403638570.8278296,139,136,136,145,136,136,0,0,0,0
1403638570.8778296,136,132,122,136,129,112,139,0,139,1
1403638570.9278295,137,132,132,139,132,132,0,0,0,0
1403638570.9778295,132,127,122,132,128,114,134,0,134,1
1403638571.0278296,132,131,131,134,131,131,0,0,0,0
1403638571.0778294,131,129,110,131,128,102,124,0,124,1
1403638571.1278296,121,120,120,124,119,119,0,0,0,0
1403638571.1778295,120,115,102,119,113,93,124,0,124,1
1403638571.2278297,114,112,112,124,120,120,0,0,0,0
1403638571.2778294,112,111,103,120,119,106,129,0,129,1
1403638571.3278296,111,111,111,129,125,125,0,0,0,0
1403638571.3778296,111,109,102,125,124,116,145,0,145,1
1403638571.4278295,119,115,115,145,141,141,0,0,0,0
1403638571.4778295,115,114,110,141,139,123,148,0,148,1
1403638571.5278296,121,120,120,148,143,143,0,0,0,0
1403638571.5778294,120,120,106,143,143,126,150,0,150,1
1403638571.6278296,113,112,112,150,147,147,0,0,0,0
1403638571.6778295,112,110,102,147,144,124,150,0,150,1
1403638571.7278297,112,111,111,150,147,147,0,0,0,0
1403638571.7778294,111,107,99,147,143,118,150,0,150,1
1403638571.8278296,109,106,106,150,145,145,0,0,0,0
1403638571.8778296,106,105,93,145,140,123,143,0,143,1
1403638571.9278295,107,102,102,143,139,139,0,0,0,0
1403638571.9778295,102,102,93,139,135,114,140,0,140,1
1403638572.0278296,103,96,96,140,136,136,0,0,0,0
1403638572.0778294,96,96,81,136,132,114,131,0,131,1
1403638572.1278296,98,94,94,131,129,129,0,0,0,0
1403638572.1778295,94,91,84,129,123,104,125,0,125,1
1403638572.2278297,106,104,104,125,121,121,0,0,0,0
1403638572.2778294,104,101,94,121,114,105,124,0,124,1
1403638572.3278296,102,99,99,124,119,119,0,0,0,0
1403638572.3778296,99,98,87,119,118,107,123,0,123,1
1403638572.4278295,97,94,94,123,118,118,0,0,0,0
1403638572.4778295,94,90,84,118,113,100,110,0,110,1
1403638572.5278296,88,86,86,110,107,107,0,0,0,0
1403638572.5778294,86,86,79,107,106,95,115,0,115,1
1403638572.6278296,91,88,88,115,114,114,0,0,0,0
1403638572.6778295,88,87,83,114,112,99,123,0,123,1
1403638572.7278297,88,87,87,123,122,122,0,0,0,0
1403638572.7778294,87,85,79,122,119,106,127,0,127,1
1403638572.8278296,90,90,90,127,124,124,0,0,0,0
1403638572.8778296,90,86,84,124,121,111,124,0,124,1
1403638572.9278295,91,88,88,124,122,122,0,0,0,0
1403638572.9778295,88,86,83,122,119,98,124,0,124,1
1403638573.0278296,107,104,104,124,120,120,0,0,0,0
1403638573.0778294,104,100,91,120,116,106,128,0,128,1
1403638573.1278296,104,101,101,128,124,124,0,0,0,0
1403638573.1778295,101,99,94,124,120,104,117,0,117,1
1403638573.2278297,96,94,94,117,116,116,0,0,0,0
1403638573.2778294,94,92,90,116,114,107,120,0,120,1
1403638573.3278296,97,92,92,120,116,116,0,0,0,0
1403638573.3778296,92,92,85,116,115,103,114,0,114,1
1403638573.4278295,89,87,87,114,112,112,0,0,0,0
1403638573.4778295,87,85,78,112,106,93,108,0,108,1
1403638573.5278296,87,83,83,108,106,106,0,0,0,0
1403638573.5778294,83,80,76,106,100,88,104,2,102,1
1403638573.6278296,79,78,78,102,99,99,0,0,0,0
1403638573.6778295,78,77,67,99,95,84,111,0,111,1
1403638573.7278297,79,72,72,111,107,107,0,0,0,0
1403638573.7778294,72,68,63,107,102,80,97,0,97,1
1403638573.8278296,70,67,67,97,91,91,0,0,0,0
1403638573.8778296,67,63,58,91,86,58,86,0,86,1
1403638573.9278295,64,61,61,86,83,83,0,0,0,0
1403638573.9778295,61,58,56,83,79,66,89,0,89,1
1403638574.0278296,64,56,56,89,84,84,0,0,0,0
1403638574.0778294,56,53,48,84,79,68,90,0,90,1
1403638574.1278296,55,53,53,90,82,82,0,0,0,0
1403638574.1778295,53,50,46,82,77,62,81,0,81,1
1403638574.2278297,56,54,54,81,76,76,0,0,0,0
1403638574.2778294,54,48,46,76,70,60,94,0,94,1
1403638574.3278296,51,48,48,94,80,80,0,0,0,0
1403638574.3778296,48,48,43,80,78,62,81,0,81,1
1403638574.4278295,46,43,43,81,75,75,0,0,0,0
1403638574.4778295,43,43,39,75,73,64,77,0,77,1
1403638574.5278296,47,45,45,77,74,74,0,0,0,0
1403638574.5778294,45,44,39,74,71,58,85,0,85,1
1403638574.6278296,45,45,45,85,80,80,0,0,0,0
1403638574.6778295,45,44,40,80,77,61,74,0,74,1
1403638574.7278297,47,47,47,74,69,69,0,0,0,0
1403638574.7778294,47,47,44,69,68,58,71,0,71,1
1403638574.8278296,54,54,54,71,68,68,0,0,0,0
1403638574.8778296,54,52,47,68,65,52,71,0,71,1
1403638574.9278295,52,52,52,71,70,70,0,0,0,0
1403638574.9778295,52,52,48,70,69,51,66,0,66,1
1403638575.0278296,53,53,53,66,66,66,0,0,0,0
1403638575.0778294,53,52,48,66,65,60,86,2,84,1
1403638575.1278296,52,50,50,84,80,80,0,0,0,0
1403638575.1778295,50,50,47,80,79,69,79,1,78,1
1403638575.2278297,56,54,54,78,76,76,0,0,0,0
1403638575.2778294,54,53,48,76,76,69,98,0,98,1
1403638575.3278296,72,71,71,98,98,98,0,0,0,0
1403638575.3778296,71,70,66,98,97,82,97,0,97,1
1403638575.4278295,72,71,71,97,96,96,0,0,0,0
1403638575.4778295,71,70,65,96,94,79,95,0,95,1
1403638575.5278296,71,70,70,95,94,94,0,0,0,0
1403638575.5778294,70,70,66,94,91,77,87,0,87,1
1403638575.6278296,71,68,68,87,84,84,0,0,0,0
1403638575.6778295,68,66,62,84,84,73,85,0,85,1
1403638575.7278297,64,62,62,85,82,82,0,0,0,0
1403638575.7778294,62,60,59,82,77,66,87,0,87,1
1403638575.8278296,60,59,59,87,84,84,0,0,0,0
1403638575.8778296,59,58,58,84,81,73,82,0,82,1
1403638575.9278295,68,63,63,82,81,81,0,0,0,0
1403638575.9778295,63,59,59,81,80,68,83,0,83,1
1403638576.0278296,74,70,70,83,83,83,0,0,0,0
1403638576.0778294,70,70,69,83,83,71,83,0,83,1
1403638576.1278296,73,72,72,83,83,83,0,0,0,0
1403638576.1778295,72,71,67,83,83,73,84,1,83,1
1403638576.2278297,70,68,68,83,81,81,0,0,0,0
1403638576.2778294,68,68,65,81,81,66,89,0,89,1
1403638576.3278296,67,67,67,89,87,87,0,0,0,0
1403638576.3778296,67,66,62,87,87,76,89,4,85,1
1403638576.4278295,65,61,61,85,85,85,0,0,0,0
1403638576.4778295,61,59,54,85,81,74,92,0,92,1
1403638576.5278296,57,56,56,92,90,90,0,0,0,0
1403638576.5778294,56,56,53,90,89,77,86,0,86,1
1403638576.6278296,65,65,65,86,84,84,0,0,0,0
1403638576.6778295,65,63,61,84,83,71,102,1,101,1
1403638576.7278297,63,63,63,101,100,100,0,0,0,0
1403638576.7778294,63,62,61,100,99,84,95,0,95,1
1403638576.8278296,61,60,60,95,94,94,0,0,0,0
1403638576.8778296,60,58,56,94,92,72,83,0,83,1
1403638576.9278295,57,57,57,83,83,83,0,0,0,0
1403638576.9778295,57,56,52,83,82,71,91,0,91,1
1403638577.0278296,52,52,52,91,90,90,0,0,0,0
1403638577.0778294,52,51,51,90,89,78,92,0,92,1
1403638577.1278296,57,54,54,92,91,91,0,0,0,0
1403638577.1778295,54,54,51,91,91,76,103,6,97,1
1403638577.2278297,52,52,52,97,96,96,0,0,0,0
1403638577.2778294,52,51,50,96,95,82,97,0,97,1
1403638577.3278296,52,52,52,97,96,96,0,0,0,0
1403638577.3778296,52,52,50,96,94,84,93,0,93,1
1403638577.4278295,53,51,51,93,93,93,0,0,0,0
1403638577.4778295,51,51,50,93,93,79,98,0,98,1
1403638577.5278296,57,57,57,98,97,97,0,0,0,0
1403638577.5778294,57,55,54,97,94,80,91,0,91,1
1403638577.6278296,57,53,53,91,90,90,0,0,0,0
1403638577.6778295,53,52,49,90,90,76,108,0,108,1
1403638577.7278297,52,52,52,108,107,107,0,0,0,0
1403638577.7778294,52,51,48,107,107,95,127,5,122,1
1403638577.8278296,52,51,51,122,119,119,0,0,0,0
1403638577.8778296,51,51,45,119,118,99,133,0,133,1
1403638577.9278295,48,48,48,133,132,132,0,0,0,0
1403638577.9778295,48,48,47,132,132,100,116,4,112,1
1403638578.0278296,49,48,48,112,112,112,0,0,0,0
1403638578.0778294,48,48,47,112,112,102,121,2,119,1
1403638578.1278296,51,48,48,119,119,119,0,0,0,0
1403638578.1778295,48,48,48,119,118,87,121,2,119,1
1403638578.2278297,49,49,49,119,118,118,0,0,0,0
1403638578.2778294,49,49,47,118,118,91,109,5,104,1
1403638578.3278296,49,49,49,104,104,104,0,0,0,0
1403638578.3778296,49,49,47,104,104,85,121,3,118,1
1403638578.4278295,49,49,49,118,113,113,0,0,0,0
1403638578.4778295,49,47,45,113,111,93,146,13,133,1
1403638578.5278296,49,48,48,133,129,129,0,0,0,0
1403638578.5778294,48,47,47,129,123,103,149,8,141,1
1403638578.6278296,48,48,48,141,139,139,0,0,0,0
1403638578.6778295,48,46,46,139,135,95,138,4,134,1
1403638578.7278297,46,45,45,134,128,128,0,0,0,0
1403638578.7778294,45,45,45,128,125,109,149,12,137,1
1403638578.8278296,45,44,44,137,136,136,0,0,0,0
1403638578.8778296,44,44,42,136,136,103,140,5,135,1
1403638578.9278295,45,44,44,135,132,132,0,0,0,0
1403638578.9778295,44,44,41,132,131,104,150,6,144,1
1403638579.0278296,44,44,44,144,140,140,0,0,0,0
1403638579.0778294,44,44,43,140,139,110,145,4,141,1
1403638579.1278296,44,44,44,141,138,138,0,0,0,0
1403638579.1778295,44,43,42,138,134,116,127,1,126,1
1403638579.2278297,43,42,42,126,121,121,0,0,0,0
1403638579.2778294,42,41,40,121,119,100,134,2,132,1
1403638579.3278296,42,42,42,132,129,129,0,0,0,0
1403638579.3778296,42,42,40,129,123,88,128,1,127,1
1403638579.4278295,41,41,41,127,126,126,0,0,0,0
1403638579.4778295,41,41,40,126,126,96,136,0,136,1
1403638579.5278296,42,42,42,136,132,132,0,0,0,0
1403638579.5778294,42,40,40,132,127,103,131,3,128,1
1403638579.6278296,40,40,40,128,128,128,0,0,0,0
1403638579.6778295,40,40,39,128,123,92,150,0,150,1
1403638579.7278297,40,40,40,150,144,144,0,0,0,0
1403638579.7778294,40,39,38,144,139,96,128,1,127,1
1403638579.8278296,39,38,38,127,124,124,0,0,0,0
1403638579.8778296,38,37,35,124,123,84,131,1,130,1
1403638579.9278295,36,33,33,130,129,129,0,0,0,0
1403638579.9778295,33,33,32,129,127,91,130,10,120,1
1403638580.0278296,34,34,34,120,117,117,0,0,0,0
1403638580.0778294,34,31,29,117,109,81,133,8,125,1
1403638580.1278296,31,30,30,125,122,122,0,0,0,0
1403638580.1778295,30,27,27,122,115,75,142,6,136,1
1403638580.2278297,28,28,28,136,130,130,0,0,0,0
1403638580.2778294,28,28,27,130,126,79,127,9,118,1
1403638580.3278296,31,28,28,118,115,115,0,0,0,0
1403638580.3778296,28,28,27,115,111,73,132,16,116,1
1403638580.4278295,30,29,29,116,113,113,0,0,0,0
1403638580.4778295,29,25,25,113,112,70,133,10,123,1
1403638580.5278296,31,29,29,123,120,120,0,0,0,0
1403638580.5778294,29,29,29,120,116,83,150,17,133,1
1403638580.6278296,30,29,29,133,129,129,0,0,0,0
1403638580.6778295,29,28,27,129,128,91,137,14,123,1
1403638580.7278297,28,28,28,123,120,120,0,0,0,0
1403638580.7778294,28,26,26,120,116,77,132,5,127,1
1403638580.8278296,27,26,26,127,123,123,0,0,0,0
1403638580.8778296,26,26,26,123,123,86,132,12,120,1
1403638580.9278295,26,26,26,120,118,118,0,0,0,0
1403638580.9778295,26,26,26,118,117,98,150,12,138,1
1403638581.0278296,26,26,26,138,137,137,0,0,0,0
1403638581.0778294,26,26,26,137,137,106,150,10,140,1
1403638581.1278296,26,26,26,140,138,138,0,0,0,0
1403638581.1778295,26,26,25,138,133,97,150,11,139,1
1403638581.2278297,27,26,26,139,133,133,0,0,0,0
1403638581.2778294,26,26,26,133,126,89,150,21,129,1
1403638581.3278296,26,26,26,129,124,124,0,0,0,0
1403638581.3778296,26,25,25,124,120,86,138,0,138,1
1403638581.4278295,26,26,26,138,133,133,0,0,0,0
1403638581.4778295,26,26,26,133,123,83,145,4,141,1
1403638581.5278296,26,26,26,141,139,139,0,0,0,0
1403638581.5778294,26,26,26,139,134,92,150,13,137,1
1403638581.6278296,28,28,28,137,128,128,0,0,0,0
1403638581.6778295,28,28,27,128,123,77,123,5,118,1
1403638581.7278297,30,30,30,118,115,115,0,0,0,0
1403638581.7778294,30,30,29,115,113,87,147,0,147,1
1403638581.8278296,30,30,30,147,147,147,0,0,0,0
1403638581.8778296,30,30,30,147,139,85,150,6,144,1
1403638581.9278295,30,29,29,144,138,138,0,0,0,0
1403638581.9778295,29,29,29,138,132,87,133,7,126,1
1403638582.0278296,30,29,29,126,123,123,0,0,0,0
1403638582.0778294,29,29,29,123,120,94,150,14,136,1
1403638582.1278296,30,30,30,136,131,131,0,0,0,0
1403638582.1778295,30,30,30,131,124,87,148,11,137,1
1403638582.2278297,30,29,29,137,136,136,0,0,0,0
1403638582.2778294,29,29,29,136,133,93,131,12,119,1
1403638582.3278296,30,29,29,119,113,113,0,0,0,0
1403638582.3778296,29,29,28,113,106,73,150,6,144,1
1403638582.4278295,28,28,28,144,141,141,0,0,0,0
1403638582.4778295,28,28,27,141,140,88,136,8,128,1
1403638582.5278296,28,28,28,128,127,127,0,0,0,0
1403638582.5778294,28,28,28,127,126,78,143,1,142,1
1403638582.6278296,30,30,30,142,140,140,0,0,0,0
1403638582.6778295,30,30,30,140,138,94,150,6,144,1
1403638582.7278297,29,29,29,144,144,144,0,0,0,0
1403638582.7778294,29,29,29,144,143,94,128,7,121,1
1403638582.8278296,30,30,30,121,119,119,0,0,0,0
1403638582.8778296,30,30,30,119,118,89,142,10,132,1
1403638582.9278295,31,31,31,132,131,131,0,0,0,0
1403638582.9778295,31,31,31,131,128,88,125,14,111,1
1403638583.0278296,31,31,31,111,111,111,0,0,0,0
1403638583.0778294,31,31,30,111,108,78,134,6,128,1
1403638583.1278296,31,31,31,128,127,127,0,0,0,0
1403638583.1778295,31,31,31,127,123,95,150,8,142,1
1403638583.2278297,31,31,31,142,141,141,0,0,0,0
1403638583.2778294,31,31,31,141,140,106,150,11,139,1
1403638583.3278296,31,31,31,139,138,138,0,0,0,0
1403638583.3778296,31,31,30,138,136,93,134,4,130,1
1403638583.4278295,30,30,30,130,129,129,0,0,0,0
1403638583.4778295,30,29,29,129,129,97,150,7,143,1
1403638583.5278296,29,29,29,143,143,143,0,0,0,0
1403638583.5778294,29,29,29,143,140,101,140,2,138,1
1403638583.6278296,29,29,29,138,138,138,0,0,0,0
1403638583.6778295,29,29,29,138,137,94,139,3,136,1
1403638583.7278297,29,29,29,136,135,135,0,0,0,0
1403638583.7778294,29,29,29,135,131,92,138,0,138,1
1403638583.8278296,29,29,29,138,134,134,0,0,0,0
1403638583.8778296,29,29,27,134,132,93,142,1,141,1
1403638583.9278295,28,28,28,141,141,141,0,0,0,0
1403638583.9778295,28,28,27,141,140,106,150,1,149,1
1403638584.0278296,28,28,28,149,149,149,0,0,0,0
1403638584.0778294,28,28,28,149,144,88,127,1,126,1
1403638584.1278296,29,29,29,126,125,125,0,0,0,0
1403638584.1778295,29,29,29,125,120,78,110,0,110,1
1403638584.2278297,30,30,30,110,107,107,0,0,0,0
1403638584.2778294,30,30,30,107,104,71,138,1,137,1
1403638584.3278296,32,32,32,137,132,132,0,0,0,0
1403638584.3778296,32,32,32,132,128,91,144,10,134,1
1403638584.4278295,32,32,32,134,134,134,0,0,0,0
1403638584.4778295,32,32,32,134,132,103,147,9,138,1
1403638584.5278296,33,33,33,138,134,134,0,0,0,0
1403638584.5778294,33,32,32,134,132,101,150,8,142,1
1403638584.6278296,33,33,33,142,142,142,0,0,0,0
1403638584.6778295,33,33,32,142,140,108,150,0,150,1
1403638584.7278297,32,32,32,150,149,149,0,0,0,0
1403638584.7778294,32,32,32,149,138,94,131,1,130,1
1403638584.8278296,32,31,31,130,128,128,0,0,0,0
1403638584.8778296,31,31,30,128,127,97,148,0,148,1
1403638584.9278295,32,31,31,148,146,146,0,0,0,0
1403638584.9778295,31,31,30,146,143,111,150,0,150,1
1403638585.0278296,31,31,31,150,150,150,0,0,0,0
1403638585.0778294,31,31,31,150,149,114,150,5,145,1
1403638585.1278296,31,31,31,145,145,145,0,0,0,0
1403638585.1778295,31,31,31,145,145,106,141,0,141,1
1403638585.2278297,32,32,32,141,141,141,0,0,0,0
1403638585.2778294,32,32,32,141,140,114,150,9,141,1
1403638585.3278296,32,32,32,141,140,140,0,0,0,0
1403638585.3778296,32,32,31,140,140,102,148,3,145,1
1403638585.4278295,33,33,33,145,144,144,0,0,0,0
1403638585.4778295,33,32,32,144,142,106,146,4,142,1
1403638585.5278296,32,32,32,142,140,140,0,0,0,0
1403638585.5778294,32,32,31,140,137,101,150,0,150,1
1403638585.6278296,31,31,31,150,150,150,0,0,0,0
1403638585.6778295,31,31,29,150,147,108,140,0,140,1
1403638585.7278297,30,29,29,140,137,137,0,0,0,0
1403638585.7778294,29,28,27,137,132,96,122,0,122,1
1403638585.8278296,30,29,29,122,119,119,0,0,0,0
1403638585.8778296,29,29,28,119,119,92,150,0,150,1
1403638585.9278295,30,30,30,150,149,149,0,0,0,0
1403638585.9778295,30,30,27,149,145,104,150,6,144,1
1403638586.0278296,28,27,27,144,140,140,0,0,0,0
1403638586.0778294,27,27,25,140,138,94,130,6,124,1
1403638586.1278296,27,27,27,124,123,123,0,0,0,0
1403638586.1778295,27,27,25,123,123,96,150,6,144,1
1403638586.2278297,29,29,29,144,143,143,0,0,0,0
1403638586.2778294,29,29,27,143,138,102,140,7,133,1
1403638586.3278296,30,30,30,133,131,131,0,0,0,0
1403638586.3778296,30,30,28,131,124,86,139,7,132,1
1403638586.4278295,32,32,32,132,129,129,0,0,0,0
1403638586.4778295,32,32,31,129,126,101,130,7,123,1
1403638586.5278296,31,31,31,123,122,122,0,0,0,0
1403638586.5778294,31,31,30,122,122,98,131,11,120,1
1403638586.6278296,33,33,33,120,119,119,0,0,0,0
1403638586.6778295,33,33,31,119,119,102,145,0,145,1
1403638586.7278297,33,33,33,145,145,145,0,0,0,0
1403638586.7778294,33,33,31,145,141,97,150,9,141,1
1403638586.8278296,33,33,33,141,139,139,0,0,0,0
1403638586.8778296,33,33,32,139,134,106,137,10,127,1
1403638586.9278295,32,32,32,127,127,127,0,0,0,0
1403638586.9778295,32,32,31,127,127,98,131,0,131,1
1403638587.0278296,31,31,31,131,130,130,0,0,0,0
1403638587.0778294,31,31,30,130,129,95,132,2,130,1
1403638587.1278296,44,44,44,130,130,130,0,0,0,0
1403638587.1778295,44,44,40,130,130,99,150,5,145,1
1403638587.2278297,40,39,39,145,144,144,0,0,0,0
1403638587.2778294,39,38,36,144,143,106,150,10,140,1
1403638587.3278296,39,39,39,140,137,137,0,0,0,0
1403638587.3778296,39,39,38,137,135,97,150,8,142,1
1403638587.4278295,39,39,39,142,140,140,0,0,0,0
1403638587.4778295,39,39,38,140,137,105,146,6,140,1
1403638587.5278296,37,37,37,140,140,140,0,0,0,0
1403638587.5778294,37,37,36,140,139,111,138,3,135,1
1403638587.6278296,36,36,36,135,135,135,0,0,0,0
1403638587.6778295,36,36,35,135,135,106,150,0,150,1
1403638587.7278297,37,37,37,150,146,146,0,0,0,0
1403638587.7778294,37,37,34,146,144,105,149,6,143,1
1403638587.8278296,37,37,37,143,143,143,0,0,0,0
1403638587.8778296,37,37,35,143,142,110,134,0,134,1
1403638587.9278295,38,38,38,134,134,134,0,0,0,0
1403638587.9778295,38,38,36,134,134,108,150,0,150,1
1403638588.0278296,37,37,37,150,149,149,0,0,0,0
1403638588.0778294,37,36,34,149,148,116,127,8,119,1
1403638588.1278296,38,37,37,119,119,119,0,0,0,0
1403638588.1778295,37,37,32,119,117,88,138,0,138,1
1403638588.2278297,34,34,34,138,138,138,0,0,0,0
1403638588.2778294,34,34,32,138,137,108,132,3,129,1
1403638588.3278296,35,35,35,129,128,128,0,0,0,0
1403638588.3778296,35,35,30,128,127,87,128,0,128,1
1403638588.4278295,32,32,32,128,128,128,0,0,0,0
1403638588.4778295,32,32,31,128,128,101,122,0,122,1
1403638588.5278296,36,36,36,122,121,121,0,0,0,0
1403638588.5778294,36,36,34,121,121,91,117,0,117,1
1403638588.6278296,36,36,36,117,116,116,0,0,0,0
1403638588.6778295,36,36,34,116,116,87,123,2,121,1
1403638588.7278297,36,36,36,121,121,121,0,0,0,0
1403638588.7778294,36,36,33,121,120,96,124,0,124,1
1403638588.8278296,36,36,36,124,124,124,0,0,0,0
1403638588.8778296,36,36,32,124,122,103,128,0,128,1
1403638588.9278295,34,34,34,128,128,128,0,0,0,0
1403638588.9778295,34,34,31,128,127,107,127,0,127,1
1403638589.0278296,35,35,35,127,127,127,0,0,0,0
1403638589.0778294,35,35,33,127,125,102,135,7,128,1
1403638589.1278296,34,34,34,128,128,128,0,0,0,0
1403638589.1778295,34,34,33,128,128,104,129,0,129,1
1403638589.2278297,40,40,40,129,128,128,0,0,0,0
1403638589.2778294,40,40,39,128,127,103,126,1,125,1
1403638589.3278296,42,42,42,125,125,125,0,0,0,0
1403638589.3778296,42,42,39,125,122,92,132,0,132,1
1403638589.4278295,43,43,43,132,130,130,0,0,0,0
1403638589.4778295,43,43,39,130,127,106,127,5,122,1
1403638589.5278296,42,42,42,122,122,122,0,0,0,0
1403638589.5778294,42,42,36,122,122,102,123,0,123,1
1403638589.6278296,40,40,40,123,123,123,0,0,0,0
1403638589.6778295,40,40,38,123,122,102,132,0,132,1
1403638589.7278297,40,40,40,132,130,130,0,0,0,0
1403638589.7778294,40,39,39,130,130,95,141,0,141,1
1403638589.8278296,46,46,46,141,140,140,0,0,0,0
1403638589.8778296,46,45,40,140,139,113,142,0,142,1
