stamp,raw_features,enhanced_features_before,enhanced_features_removed,enhanced_features_after,noisy_blocks,maximum_noise_ratio
1403638619.8778296,136,150,0,150,0,5.5952380952380958
1403638619.9778295,137,150,0,150,0,4.2483660130718954
1403638620.0778294,137,150,7,143,2,inf
1403638620.1778295,136,150,0,150,0,3
1403638620.2778294,137,150,0,150,0,2.2747364253518945
1403638620.3778296,146,150,0,150,0,6.1940928270042193
1403638620.4778295,142,150,0,150,0,4.3917525773195871
1403638620.5778294,138,150,0,150,0,5.6605839416058394
1403638620.6778295,139,150,0,150,0,3.5209459459459462
1403638620.7778294,139,150,0,150,0,4.1848739495798313
1403638620.8778296,137,150,0,150,0,4.0068965517241386
1403638620.9778295,138,150,0,150,0,4.5787554691298009
1403638621.0778294,136,150,0,150,0,5.7840543044780288
1403638621.1778295,137,150,0,150,1,23.098155515370699
1403638621.2778294,134,150,0,150,1,12.566666666666666
1403638621.3778296,135,150,4,146,1,inf
1403638621.4778295,132,150,0,150,1,27.540703125
1403638621.5778294,130,150,0,150,1,159.03380978559647
1403638621.6778295,126,150,0,150,1,42.455411255411256
1403638621.7778294,130,150,0,150,1,338.95852534562215
1403638621.8778296,130,145,0,145,1,319.7227722772277
1403638621.9778295,130,150,0,150,1,307.03431169904917
1403638622.0778294,140,150,0,150,1,302.83640737770651
1403638622.1778295,145,150,0,150,1,327.26236749116612
1403638622.2778294,150,150,0,150,1,341.79291302346985
1403638622.3778296,145,147,0,147,1,34.980028395645995
1403638622.4778295,142,150,0,150,1,59.753679318357868
1403638622.5778294,145,150,0,150,1,293.32351801627271
1403638622.6778295,147,144,0,144,1,287.66565579984842
1403638622.7778294,140,141,0,141,1,258.19054054054055
1403638622.8778296,139,147,1,146,2,249.86397657012691
1403638622.9778295,144,148,0,148,1,247.80597494378412
1403638623.0778294,150,147,0,147,1,280.72533136966126
1403638623.1778295,146,145,0,145,1,275.2011577424023
1403638623.2778294,147,150,0,150,1,346.73949579831924
1403638623.3778296,148,150,0,150,1,138.52297489341547
1403638623.4778295,150,150,0,150,1,346.5776948203453
1403638623.5778294,149,150,0,150,0,3.0522257273045916
1403638623.6778295,147,150,0,150,0,3.999578148070027
1403638623.7778294,150,150,0,150,0,3.6969696969696972
1403638623.8778296,150,150,0,150,0,3.7999999999999998
1403638623.9778295,149,150,0,150,0,3.2338585365666512
1403638624.0778294,143,150,0,150,0,3.6915041782729805
1403638624.1778295,148,150,0,150,0,4.8141153081510932
1403638624.2778294,148,150,0,150,0,3.9931972789115648
1403638624.3778296,150,150,2,148,1,inf
1403638624.4778295,150,150,0,150,0,3.3438375350140048
1403638624.5778294,147,150,0,150,0,2.9366895499618613
1403638624.6778295,150,150,0,150,0,2.7834488957370316
1403638624.7778294,150,150,0,150,0,3.9149812063719343
1403638624.8778296,143,144,0,144,0,5.3485714285714279
1403638624.9778295,146,142,0,142,0,9.9910971663888635
1403638625.0778294,142,142,0,142,0,2.1812555260831128
1403638625.1778295,143,146,0,146,0,5.0945454545454547
1403638625.2778294,141,150,1,149,1,16.675159235668794
1403638625.3778296,146,149,4,145,1,11.773251866938223
1403638625.4778295,135,148,0,148,0,3.4245594713656389
1403638625.5778294,131,150,0,150,0,3.2317801672640383
1403638625.6778295,134,149,1,148,1,19.651414309484192
1403638625.7778294,138,150,0,150,0,2.8888888888888888
1403638625.8778296,135,150,0,150,0,3.7188449848024319
1403638625.9778295,136,149,0,149,0,6.0472222222222216
1403638626.0778294,139,150,0,150,0,9.224806201550388
1403638626.1778295,141,150,0,150,0,9.625
1403638626.2778294,137,150,0,150,0,7.6123796642533224
1403638626.3778296,132,150,0,150,0,4.5978326309452129
1403638626.4778295,135,150,0,150,0,3.9811320754716983
1403638626.5778294,143,150,0,150,0,2.4321428571428569
1403638626.6778295,140,150,0,150,0,9.4030897517030851
1403638626.7778294,138,150,0,150,0,4.5110993657505283
1403638626.8778296,138,150,0,150,0,6.3660178468924498
1403638626.9778295,146,150,0,150,0,2.4663978494623655
1403638627.0778294,146,150,0,150,0,9.8157894736842106
1403638627.1778295,141,149,0,149,0,4.3142857142857149
1403638627.2778294,143,150,0,150,0,6.6222222222222218
1403638627.3778296,137,150,0,150,0,3.568052930056711
1403638627.4778295,140,150,0,150,0,4.9321357285429146
1403638627.5778294,141,150,0,150,0,5.1692307692307686
1403638627.6778295,144,150,0,150,0,4.3026926648096566
1403638627.7778294,141,150,0,150,0,4.5893719806763285
1403638627.8778296,134,150,0,150,0,6.0544217687074831
1403638627.9778295,104,135,0,135,0,3.8944661892071952
1403638628.0778294,95,144,0,144,0,6.6043165467625906
1403638628.1778295,97,137,0,137,0,7.1223021582733814
1403638628.2778294,89,136,0,136,0,6.9498069498069501
1403638628.3778296,87,139,0,139,0,7.6436974789915961
1403638628.4778295,91,146,0,146,0,5.1363636363636367
1403638628.5778294,94,150,0,150,0,5.2777777777777768
1403638628.6778295,95,141,5,136,1,inf
1403638628.7778294,100,130,0,130,0,3.4000000000000004
1403638628.8778296,93,133,0,133,0,3.5358306188925082
1403638628.9778295,79,118,0,118,0,7.8839869281045747
1403638629.0778294,85,129,8,121,2,17.783972125435536
1403638629.1778295,84,123,0,123,0,8.9570552147239262
1403638629.2778294,81,127,0,127,0,6.8981481481481479
1403638629.3778296,78,117,3,114,1,inf
1403638629.4778295,76,131,0,131,0,3.4851428571428573
1403638629.5778294,86,128,0,128,0,3.4999999999999996
1403638629.6778295,85,121,0,121,0,3.1810164645185348
1403638629.7778294,76,108,0,108,0,6.2856410256410253
1403638629.8778296,81,116,0,116,0,4.8130081300813012
1403638629.9778295,79,127,0,127,0,9.0833333333333321
1403638630.0778294,73,115,0,115,0,6.36231884057971
1403638630.1778295,50,101,0,101,0,3.5623787976729151
1403638630.2778294,37,73,0,73,0,3.9750499001996009
1403638630.3778296,16,66,0,66,0,3.7838936942981762
1403638630.4778295,30,64,0,64,0,4.4389898989898988
1403638630.5778294,40,83,0,83,0,6.2999999999999998
1403638630.6778295,16,46,0,46,0,2.2792034537582033
1403638630.7778294,35,55,0,55,0,3.1869949494949497
1403638630.8778296,123,121,6,115,1,inf
1403638630.9778295,124,121,0,121,0,2.4901656314699796
1403638631.0778294,124,126,4,122,1,15.999999999999996
1403638631.1778295,126,124,1,123,1,inf
1403638631.2778294,150,124,0,124,0,3.0010033450418172
1403638631.3778296,150,125,0,125,0,3.260416666666667
1403638631.4778295,150,125,0,125,0,2.7708653611298693
1403638631.5778294,150,127,0,127,0,2.4948988327958679
1403638631.6778295,150,133,0,133,0,2.840395794859266
